Date,Day of the Week,Time of the Day,Location,Reason
4/15/2023,Saturday,Morning,Elder Daughter's House,Aluth Aurudu Visit
4/15/2023,Saturday,Afternoon,Elder Daughter's House,Aluth Aurudu Visit
4/15/2023,Saturday,Afternoon,Elder Daughter's House,Aluth Aurudu Visit
4/15/2023,Saturday,Afternoon,Home,Daily Chores
4/15/2023,Saturday,Afternoon,Home,Normal routine
4/15/2023,Saturday,Afternoon,Home,Lunch
4/15/2023,Saturday,Afternoon,Home,Medicine
4/15/2023,Saturday,Afternoon,Home,Daily Chores
4/15/2023,Saturday,Afternoon,Garden,Gardenning
4/15/2023,Saturday,Afternoon,Home,Visit from brother
4/15/2023,Saturday,Afternoon,Home,Visit from brother
4/15/2023,Saturday,Evening,Home,Visit from brother
4/15/2023,Saturday,Evening,Home,Visit from Elder Daughter
4/15/2023,Saturday,Evening,Home,Visit from Elder Daughter
4/15/2023,Saturday,Evening,Garden,Fertilizing
4/15/2023,Saturday,Evening,Home,Sleep
4/15/2023,Saturday,Evening,Backyard,Personal Habit
4/15/2023,Saturday,Evening,Home,Daily Chores
4/15/2023,Saturday,Evening,Home,Normal routine
4/15/2023,Saturday,Evening,Galle Town,Buy Gifts 
4/15/2023,Saturday,Evening,Cousin's House,Aluth Aurudu Visit
4/15/2023,Saturday,Night,Cousin's House,Aluth Aurudu Visit
4/15/2023,Saturday,Night,Cousin's House,Aluth Aurudu Visit
4/15/2023,Saturday,Night,Cousin's House,Aluth Aurudu Visit
4/15/2023,Saturday,Night,Home,Arrival 
4/15/2023,Saturday,Night,Home,Dinner
4/15/2023,Saturday,Night,Home,Medicine
4/15/2023,Saturday,Night,Home,Daily Chores
4/15/2023,Saturday,Night,Home,Sleep
4/16/2023,Sunday,Morning,Home,Normal routine
4/16/2023,Sunday,Morning,Home ,Daily Chores
4/16/2023,Sunday,Morning,Backyard,Personal Habit
4/16/2023,Sunday,Morning,Garden,Daily Morning Visit
4/16/2023,Sunday,Morning,Home,Breakfast
4/16/2023,Sunday,Morning,Home,Medicine
4/16/2023,Sunday,Morning,Temple,Aluth Aurudu Chores
4/16/2023,Sunday,Morning,Temple,Religious Rites
4/16/2023,Sunday,Morning,Bakery,Buy Bakery Items
4/16/2023,Sunday,Afternoon,Home,Daily Chores
4/16/2023,Sunday,Afternoon,Home,Normal routine
4/16/2023,Sunday,Afternoon,Home,Lunch
4/16/2023,Sunday,Afternoon,Home,Medicine
4/16/2023,Sunday,Afternoon,Home,Daily Chores
4/16/2023,Sunday,Afternoon,,
4/16/2023,Sunday,Afternoon,,
4/16/2023,Sunday,Afternoon,,
4/16/2023,Sunday,Evening,Paddy Fields,Relaxation
4/16/2023,Sunday,Evening,Paddy Fields,Walking
4/16/2023,Sunday,Evening,Garden,Inspection
4/16/2023,Sunday,Evening,Garden,Fertilizing
4/16/2023,Sunday,Evening,Home,Sleep
4/16/2023,Sunday,Evening,Backyard,Personal Habit
4/16/2023,Sunday,Evening,Home,Daily Chores
4/16/2023,Sunday,Evening,Home,Normal routine
4/16/2023,Sunday,Evening,Home,Normal routine
4/16/2023,Sunday,Evening,Garden,Daily Evening Visit
4/16/2023,Sunday,Night,Home,Dinner
4/16/2023,Sunday,Night,Home,Medicine
4/16/2023,Sunday,Night,Home,Daily Chores
4/16/2023,Sunday,Night,Home,Sleep
4/17/2023,Monday,Morning,Home,Normal routine
4/17/2023,Monday,Morning,Home ,Daily Chores
4/17/2023,Monday,Morning,Backyard,Personal Habit
4/17/2023,Monday,Morning,Garden,Daily Morning Visit
4/17/2023,Monday,Morning,Home,Breakfast
4/17/2023,Monday,Morning,Home,Medicine
4/17/2023,Monday,Morning,Village Playground,Aluthu Aurudu Ceremony
4/17/2023,Monday,Morning,Village Playground,Aurudu Chores
4/17/2023,Monday,Morning,Village Playground,Aurudu Chores
4/17/2023,Monday,Morning,Village Playground,Aurudu Sports
4/17/2023,Monday,Afternoon,Village Playground,Aluthu Aurudu Ceremony
4/17/2023,Monday,Afternoon,Village Playground,Aurudu Sports
4/17/2023,Monday,Afternoon,Home,Daily Chores
4/17/2023,Monday,Afternoon,Home,Normal routine
4/17/2023,Monday,Afternoon,Home,Lunch
4/17/2023,Monday,Afternoon,Home,Medicine
4/17/2023,Monday,Afternoon,Home,Daily Chores
4/17/2023,Monday,Afternoon,Village Playground,Aurudu Sports
4/17/2023,Monday,Afternoon,Village Playground,Aluthu Aurudu Ceremony
4/17/2023,Monday,Afternoon,Village Playground,Aurudu Chores
4/17/2023,Monday,Evening,Village Playground,Aurudu Sports
4/17/2023,Monday,Evening,Village Playground,Aluthu Aurudu Ceremony
4/17/2023,Monday,Evening,Garden,Inspection
4/17/2023,Monday,Evening,Garden,Fertilizing
4/17/2023,Monday,Evening,Home,Sleep
4/17/2023,Monday,Evening,Backyard,Personal Habit
4/17/2023,Monday,Evening,Home,Daily Chores
4/17/2023,Monday,Evening,Home,Normal routine
4/17/2023,Monday,Evening,Garden,Daily Evening Visit
4/17/2023,Monday,Evening,Home,Visit from a relative
4/17/2023,Monday,Night,Home,Visit from a relative
4/17/2023,Monday,Night,Home,Visit from Friend 1
4/17/2023,Monday,Night,Home,Visit from Friend 2
4/17/2023,Monday,Night,Home,Visit from Friend 3
4/17/2023,Monday,Night,Home,Visit from Friend 4
4/17/2023,Monday,Night,Home,Normal routine
4/17/2023,Monday,Night,Home,Dinner
4/17/2023,Monday,Night,Home,Medicine
4/17/2023,Monday,Night,Home,Daily Chores
4/17/2023,Monday,Night,Home,Sleep
4/18/2023,Tuesday,Morning,Home,Normal routine
4/18/2023,Tuesday,Morning,Home ,Daily Chores
4/18/2023,Tuesday,Morning,Backyard,Personal Habit
4/18/2023,Tuesday,Morning,Garden,Daily Morning Visit
4/18/2023,Tuesday,Morning,Home,Breakfast
4/18/2023,Tuesday,Morning,Home,Medicine
4/18/2023,Tuesday,Morning,Home,Preparing to go to Tangalle
4/18/2023,Tuesday,Morning,Matara City -  Filling Station,Filling vehicle with fuel
4/18/2023,Tuesday,Morning,Matara Town,Traffic Jam
4/18/2023,Tuesday,Morning,Matara Town,Traffic Jam
4/18/2023,Tuesday,Afternoon,Bakery,Buy Bakery Items
4/18/2023,Tuesday,Afternoon,Tangalle City,Traffic Jam
4/18/2023,Tuesday,Afternoon,Relatives House,Aluth Aurudu Visit
4/18/2023,Tuesday,Afternoon,Relatives House,Arrival 
4/18/2023,Tuesday,Afternoon,Relatives House,Discussion
4/18/2023,Tuesday,Afternoon,Relatives House,Lunch
4/18/2023,Tuesday,Afternoon,Relatives House,Medicine
4/18/2023,Tuesday,Afternoon,Relatives House - Garden,Walking
4/18/2023,Tuesday,Afternoon,,
4/18/2023,Tuesday,Afternoon,Relatives House,Sleep
4/18/2023,Tuesday,Evening,Relatives House,Sleep
4/18/2023,Tuesday,Evening,Tangalle Beach,Relaxation
4/18/2023,Tuesday,Evening,Tangalle Beach,Spend Free Time
4/18/2023,Tuesday,Evening,Hummanaya Blow Hole,Enjoying
4/18/2023,Tuesday,Evening,Hummanaya Blow Hole,Enjoying
4/18/2023,Tuesday,Evening,Tangalle Lagoon,Enjoying
4/18/2023,Tuesday,Evening,Tangalle Lagoon,Relaxation
4/18/2023,Tuesday,Evening,Relatives House,Daily Chores
4/18/2023,Tuesday,Evening,Relatives House,Normal routine
4/18/2023,Tuesday,Evening,Relatives House,Preparing to come Home
4/18/2023,Tuesday,Night,Tangalle City,Traffic Jam
4/18/2023,Tuesday,Night,Matara City -  Filling Station,Filling vehicle with fuel
4/18/2023,Tuesday,Night,Matara City,Traffic Jam
4/18/2023,Tuesday,Night,Matara City,Traffic Jam
4/18/2023,Tuesday,Night,Home,Arrival 
4/18/2023,Tuesday,Night,Nearby Restaurant,Buy Food
4/18/2023,Tuesday,Night,Home,Dinner
4/18/2023,Tuesday,Night,Home,Medicine
4/18/2023,Tuesday,Night,Home,Daily Chores
4/18/2023,Tuesday,Night,Home,Sleep
4/19/2023,Wednesday,Morning,Home,Normal routine
4/19/2023,Wednesday,Morning,Home ,Daily Chores
4/19/2023,Wednesday,Morning,Backyard,Personal Habit
4/19/2023,Wednesday,Morning,Garden,Daily Morning Visit
4/19/2023,Wednesday,Morning,Home,Breakfast
4/19/2023,Wednesday,Morning,Home,Medicine
4/19/2023,Wednesday,Morning,Home,Visit from Elder Daughter
4/19/2023,Wednesday,Morning,Matara General Hospital,Weekly Diabetes Clinic
4/19/2023,Wednesday,Morning,Matara General Hospital,Weekly Diabetes Tests
4/19/2023,Wednesday,Morning,Matara Public Bus Stand,Waiting for a bus
4/19/2023,Wednesday,Afternoon,Matara Public Bus Stand,Waiting for a bus
4/19/2023,Wednesday,Afternoon,Matara Public Bus Stand,Waiting till bus to start the journey
4/19/2023,Wednesday,Afternoon,Grocery Store,Buy essentials
4/19/2023,Wednesday,Afternoon,Restaurant - Matara City,Buy Food
4/19/2023,Wednesday,Afternoon,Home,Daily Chores
4/19/2023,Wednesday,Afternoon,Home,Normal routine
4/19/2023,Wednesday,Afternoon,Home,Lunch
4/19/2023,Wednesday,Afternoon,Home,Medicine
4/19/2023,Wednesday,Afternoon,Home,Daily Chores
4/19/2023,Wednesday,Evening,Garden,Inspection
4/19/2023,Wednesday,Evening,Garden,Fertilizing
4/19/2023,Wednesday,Evening,Home,Sleep
4/19/2023,Wednesday,Evening,Backyard,Personal Habit
4/19/2023,Wednesday,Evening,Home,Daily Chores
4/19/2023,Wednesday,Evening,Home,Normal routine
4/19/2023,Wednesday,Evening,Paddy Fields,Walking
4/19/2023,Wednesday,Evening,Paddy Fields,Relaxation
4/19/2023,Wednesday,Night,Home,Normal routine
4/19/2023,Wednesday,Night,Garden,Daily Evening Visit
4/19/2023,Wednesday,Night,,
4/19/2023,Wednesday,Night,,
4/19/2023,Wednesday,Night,Home,Dinner
4/19/2023,Wednesday,Night,Home,Medicine
4/19/2023,Wednesday,Night,Home,Daily Chores
4/19/2023,Wednesday,Night,Home,Sleep
4/20/2023,Thursday,Morning,Home,Normal routine
4/20/2023,Thursday,Morning,Home ,Daily Chores
4/20/2023,Thursday,Morning,Backyard,Personal Habit
4/20/2023,Thursday,Morning,Garden,Daily Morning Visit
4/20/2023,Thursday,Morning,Home,Breakfast
4/20/2023,Thursday,Morning,Home,Medicine
4/20/2023,Thursday,Morning,Fish Shop,Buy Fish to Cook
4/20/2023,Thursday,Afternoon,Fish Shop,Buy Fish to Cook
4/20/2023,Thursday,Afternoon,Home,Daily Chores
4/20/2023,Thursday,Afternoon,Home,Normal routine
4/20/2023,Thursday,Afternoon,Home,Lunch
4/20/2023,Thursday,Afternoon,Home,Medicine
4/20/2023,Thursday,Afternoon,Home,Daily Chores
4/20/2023,Thursday,Afternoon,Rahula College - Matara,Pickup Grandson
4/20/2023,Thursday,Afternoon,Public Bus Stop,Waiting for a bus
4/20/2023,Thursday,Evening,Public Bus Stop,Waiting for a bus
4/20/2023,Thursday,Evening,Garden,Inspection
4/20/2023,Thursday,Evening,Garden,Fertilizing
4/20/2023,Thursday,Evening,Grandson's Private Tuition Class 2,Pickup Grandson
4/20/2023,Thursday,Evening,Home,Sleep
4/20/2023,Thursday,Evening,Backyard,Personal Habit
4/20/2023,Thursday,Evening,Home,Daily Chores
4/20/2023,Thursday,Evening,Home,Normal routine
4/20/2023,Thursday,Evening,Paddy Fields,Walking
4/20/2023,Thursday,Evening,Garden,Daily Evening Visit
4/20/2023,Thursday,Evening,Bakery,Buy Bakery Items
4/20/2023,Thursday,Night,Bakery,Buy Bakery Items
4/20/2023,Thursday,Night,Home,Normal routine
4/20/2023,Thursday,Night,,
4/20/2023,Thursday,Night,,
4/20/2023,Thursday,Night,Home,Dinner
4/20/2023,Thursday,Night,Home,Medicine
4/20/2023,Thursday,Night,Home,Daily Chores
4/20/2023,Thursday,Night,Home,Sleep
4/21/2023,Friday,Morning,Home,Normal routine
4/21/2023,Friday,Morning,Home ,Daily Chores
4/21/2023,Friday,Morning,Backyard,Personal Habit
4/21/2023,Friday,Morning,Garden,Daily Morning Visit
4/21/2023,Friday,Morning,Home,Breakfast
4/21/2023,Friday,Morning,Home,Medicine
4/21/2023,Friday,Morning,Bakery,Buy Bakery Items
4/21/2023,Friday,Morning,Paddy Fields,Walking
4/21/2023,Friday,Morning,Paddy Fields,Relaxation
4/21/2023,Friday,Morning,Carpenter Friend's Workshop,Friendly Visit
4/21/2023,Friday,Afternoon,Carpenter Friend's Workshop,Friendly Visit
4/21/2023,Friday,Afternoon,Carpenter Friend's Workshop,Chatting
4/21/2023,Friday,Afternoon,Home,Daily Chores
4/21/2023,Friday,Afternoon,Home,Normal routine
4/21/2023,Friday,Afternoon,Home,Lunch
4/21/2023,Friday,Afternoon,Home,Medicine
4/21/2023,Friday,Afternoon,Home,Daily Chores
4/21/2023,Friday,Afternoon,Vegetables Shop,Buy Vegetables
4/21/2023,Friday,Afternoon,Rahula College - Matara,Pickup Grandson
4/21/2023,Friday,Afternoon,Public Bus Stop,Waiting for a bus
4/21/2023,Friday,Evening,Public Bus Stop,Waiting for a bus
4/21/2023,Friday,Evening,Garden,Inspection
4/21/2023,Friday,Evening,Garden,Fertilizing
4/21/2023,Friday,Evening,Home,Sleep
4/21/2023,Friday,Evening,Backyard,Personal Habit
4/21/2023,Friday,Evening,Home,Daily Chores
4/21/2023,Friday,Evening,Home,Normal routine
4/21/2023,Friday,Evening,Paddy Fields,Relaxation
4/21/2023,Friday,Evening,Garden,Daily Evening Visit
4/21/2023,Friday,Night,Home,Normal routine
4/21/2023,Friday,Night,,
4/21/2023,Friday,Night,,
4/21/2023,Friday,Night,Bakery,Buy Bakery Items
4/21/2023,Friday,Night,Home,Dinner
4/21/2023,Friday,Night,Home,Medicine
4/21/2023,Friday,Night,Home,Daily Chores
4/21/2023,Friday,Night,Home,Sleep
4/22/2023,Saturday,Morning,Home,Normal routine
4/22/2023,Saturday,Morning,Home ,Daily Chores
4/22/2023,Saturday,Morning,Backyard,Personal Habit
4/22/2023,Saturday,Morning,Garden,Daily Morning Visit
4/22/2023,Saturday,Morning,Home,Breakfast
4/22/2023,Saturday,Morning,Home,Medicine
4/22/2023,Saturday,Morning,Paddy Fields,Walking
4/22/2023,Saturday,Morning,Paddy Fields,Relaxation
4/22/2023,Saturday,Afternoon,,
4/22/2023,Saturday,Afternoon,,
4/22/2023,Saturday,Afternoon,Home,Daily Chores
4/22/2023,Saturday,Afternoon,Home,Normal routine
4/22/2023,Saturday,Afternoon,Home,Lunch
4/22/2023,Saturday,Afternoon,Home,Medicine
4/22/2023,Saturday,Afternoon,Home,Daily Chores
4/22/2023,Saturday,Afternoon,Garden,Inspection
4/22/2023,Saturday,Afternoon,Garden,Fertilizing
4/22/2023,Saturday,Evening,Grandson's Private Tuition Class 1,Pickup Grandson
4/22/2023,Saturday,Evening,Grandson's Private Tuition Class 2,Pickup Grandson
4/22/2023,Saturday,Evening,Home,Sleep
4/22/2023,Saturday,Evening,Backyard,Personal Habit
4/22/2023,Saturday,Evening,Home,Daily Chores
4/22/2023,Saturday,Evening,Home,Normal routine
4/22/2023,Saturday,Evening,Paddy Fields,Relaxation
4/22/2023,Saturday,Evening,Garden,Daily Evening Visit
4/22/2023,Saturday,Evening,Temple,Religious Rites
4/22/2023,Saturday,Evening,Temple ,Bodhi Pooja
4/22/2023,Saturday,Night,Temple ,Bodhi Pooja
4/22/2023,Saturday,Night,Temple,Religious Rites
4/22/2023,Saturday,Night,Home,Normal routine
4/22/2023,Saturday,Night,,
4/22/2023,Saturday,Night,Home,Dinner
4/22/2023,Saturday,Night,Home,Medicine
4/22/2023,Saturday,Night,Home,Daily Chores
4/22/2023,Saturday,Night,Home,Sleep
4/23/2023,Sunday,Morning,Home,Normal routine
4/23/2023,Sunday,Morning,Home ,Daily Chores
4/23/2023,Sunday,Morning,Backyard,Personal Habit
4/23/2023,Sunday,Morning,Garden,Daily Morning Visit
4/23/2023,Sunday,Morning,Home,Breakfast
4/23/2023,Sunday,Morning,Home,Medicine
4/23/2023,Sunday,Morning,Public Bus Stop,Waiting for a bus
4/23/2023,Sunday,Morning,Matara Weekly Fair,Buy Vegetables
4/23/2023,Sunday,Morning,Matara Weekly Fair,Buy Spices
4/23/2023,Sunday,Morning,Matara Fish Market,Buy Fish
4/23/2023,Sunday,Afternoon,Matara Public Bus Stand,Waiting for a bus
4/23/2023,Sunday,Afternoon,Matara Public Bus Stand,Waiting till bus to start the journey
4/23/2023,Sunday,Afternoon,Grocery Store,Buy essentials
4/23/2023,Sunday,Afternoon,Grocery Store,Buy News Paper
4/23/2023,Sunday,Afternoon,Home,Daily Chores
4/23/2023,Sunday,Afternoon,Home,Normal routine
4/23/2023,Sunday,Afternoon,Home,Lunch
4/23/2023,Sunday,Afternoon,Home,Medicine
4/23/2023,Sunday,Afternoon,Home,Daily Chores
4/23/2023,Sunday,Evening,Garden,Inspection
4/23/2023,Sunday,Evening,Garden,Fertilizing
4/23/2023,Sunday,Evening,Home,Sleep
4/23/2023,Sunday,Evening,Backyard,Personal Habit
4/23/2023,Sunday,Evening,Home,Daily Chores
4/23/2023,Sunday,Evening,Home,Normal routine
4/23/2023,Sunday,Evening,Paddy Fields,Walking
4/23/2023,Sunday,Evening,Garden,Daily Evening Visit
4/23/2023,Sunday,Evening,Elderly Society,Weekly Assembly
4/23/2023,Sunday,Night,Elderly Society,Weekly Assembly
4/23/2023,Sunday,Night,Elderly Society,Weekly Assembly
4/23/2023,Sunday,Night,Home,Normal routine
4/23/2023,Sunday,Night,Nearby Restaurant,Buy Food
4/23/2023,Sunday,Night,Home,Dinner
4/23/2023,Sunday,Night,Home,Medicine
4/23/2023,Sunday,Night,Home,Daily Chores
4/23/2023,Sunday,Night,Home,Sleep
4/24/2023,Monday,Morning,Home,Normal routine
4/24/2023,Monday,Morning,Home ,Daily Chores
4/24/2023,Monday,Morning,Backyard,Personal Habit
4/24/2023,Monday,Morning,Garden,Daily Morning Visit
4/24/2023,Monday,Morning,Home,Breakfast
4/24/2023,Monday,Morning,Home,Medicine
4/24/2023,Monday,Morning,Paddy Fields,Walking
4/24/2023,Monday,Morning,Paddy Fields,Relaxation
4/24/2023,Monday,Morning,,
4/24/2023,Monday,Morning,,
4/24/2023,Monday,Afternoon,,
4/24/2023,Monday,Afternoon,,
4/24/2023,Monday,Afternoon,Home,Daily Chores
4/24/2023,Monday,Afternoon,Home,Normal routine
4/24/2023,Monday,Afternoon,Home,Lunch
4/24/2023,Monday,Afternoon,Home,Medicine
4/24/2023,Monday,Afternoon,Home,Daily Chores
4/24/2023,Monday,Afternoon,,
4/24/2023,Monday,Afternoon,,
4/24/2023,Monday,Afternoon,Home,Sleep
4/24/2023,Monday,Evening,Home,Sleep
4/24/2023,Monday,Evening,,
4/24/2023,Monday,Evening,Garden,Inspection
4/24/2023,Monday,Evening,Garden,Fertilizing
4/24/2023,Monday,Evening,Garden,Daily Evening Visit
4/24/2023,Monday,Evening,Backyard,Personal Habit
4/24/2023,Monday,Evening,Home,Daily Chores
4/24/2023,Monday,Evening,Home,Normal routine
4/24/2023,Monday,Evening,Home,Normal routine
4/24/2023,Monday,Evening,Bakery,Buy Bakery Items
4/24/2023,Monday,Night,Bakery,Buy Bakery Items
4/24/2023,Monday,Night,Garden,Inspection
4/24/2023,Monday,Night,Garden,Fertilizing
4/24/2023,Monday,Night,Garden,Daily Evening Visit
4/24/2023,Monday,Night,,
4/24/2023,Monday,Night,,
4/24/2023,Monday,Night,Home,Dinner
4/24/2023,Monday,Night,Home,Medicine
4/24/2023,Monday,Night,Home,Daily Chores
4/24/2023,Monday,Night,Home,Sleep
4/25/2023,Tuesday,Morning,Home,Normal routine
4/25/2023,Tuesday,Morning,Home ,Daily Chores
4/25/2023,Tuesday,Morning,Backyard,Personal Habit
4/25/2023,Tuesday,Morning,Garden,Daily Morning Visit
4/25/2023,Tuesday,Morning,Home,Breakfast
4/25/2023,Tuesday,Morning,Home,Medicine
4/25/2023,Tuesday,Morning,Bakery,Buy Bakery Items
4/25/2023,Tuesday,Morning,Fish Shop,Buy Fish to Cook
4/25/2023,Tuesday,Morning,Rahula College - Matara,Pickup Grandson
4/25/2023,Tuesday,Morning,Public Bus Stop,Waiting for a bus
4/25/2023,Tuesday,Afternoon,Public Bus Stop,Waiting for a bus
4/25/2023,Tuesday,Afternoon,,
4/25/2023,Tuesday,Afternoon,Home,Daily Chores
4/25/2023,Tuesday,Afternoon,Home,Normal routine
4/25/2023,Tuesday,Afternoon,Home,Lunch
4/25/2023,Tuesday,Afternoon,Home,Medicine
4/25/2023,Tuesday,Afternoon,Home,Daily Chores
4/25/2023,Tuesday,Afternoon,Garden,Inspection
4/25/2023,Tuesday,Afternoon,Garden,Fertilizing
4/25/2023,Tuesday,Afternoon,Meat Shop,Buy Meat to Cook
4/25/2023,Tuesday,Evening,Meat Shop,Buy Meat to Cook
4/25/2023,Tuesday,Evening,Garden,Inspection
4/25/2023,Tuesday,Evening,Garden,Fertilizing
4/25/2023,Tuesday,Evening,Home,Sleep
4/25/2023,Tuesday,Evening,Backyard,Personal Habit
4/25/2023,Tuesday,Evening,Home,Daily Chores
4/25/2023,Tuesday,Evening,Home,Normal routine
4/25/2023,Tuesday,Evening,Garden,Daily Evening Visit
4/25/2023,Tuesday,Evening,Temple,Religious Rites
4/25/2023,Tuesday,Evening,Temple ,Bodhi Pooja
4/25/2023,Tuesday,Night,Temple ,Bodhi Pooja
4/25/2023,Tuesday,Night,Temple,Religious Rites
4/25/2023,Tuesday,Night,Temple,Religious Rites
4/25/2023,Tuesday,Night,Home,Dinner
4/25/2023,Tuesday,Night,Home,Medicine
4/25/2023,Tuesday,Night,Home,Daily Chores
4/25/2023,Tuesday,Night,Home,Sleep
4/26/2023,Wednesday,Morning,Home,Normal routine
4/26/2023,Wednesday,Morning,Home ,Daily Chores
4/26/2023,Wednesday,Morning,Backyard,Personal Habit
4/26/2023,Wednesday,Morning,Garden,Daily Morning Visit
4/26/2023,Wednesday,Morning,Home,Breakfast
4/26/2023,Wednesday,Morning,Home,Medicine
4/26/2023,Wednesday,Morning,Home,Visit from Elder Daughter
4/26/2023,Wednesday,Morning,Matara General Hospital,Weekly Diabetes Clinic
4/26/2023,Wednesday,Morning,Matara General Hospital,Weekly Diabetes Tests
4/26/2023,Wednesday,Morning,Matara Public Bus Stand,Waiting for a bus
4/26/2023,Wednesday,Afternoon,Matara Public Bus Stand,Waiting for a bus
4/26/2023,Wednesday,Afternoon,Matara Public Bus Stand,Waiting till bus to start the journey
4/26/2023,Wednesday,Afternoon,Home,Daily Chores
4/26/2023,Wednesday,Afternoon,Home,Normal routine
4/26/2023,Wednesday,Afternoon,Home,Lunch
4/26/2023,Wednesday,Afternoon,Home,Medicine
4/26/2023,Wednesday,Afternoon,Home,Daily Chores
4/26/2023,Wednesday,Afternoon,Pharmacy 2,Buy Medicine
4/26/2023,Wednesday,Afternoon,Rahula College - Matara,Pickup Grandson
4/26/2023,Wednesday,Afternoon,Public Bus Stop,Waiting for a bus
4/26/2023,Wednesday,Evening,Public Bus Stop,Waiting for a bus
4/26/2023,Wednesday,Evening,Garden,Inspection
4/26/2023,Wednesday,Evening,Garden,Fertilizing
4/26/2023,Wednesday,Evening,Home,Sleep
4/26/2023,Wednesday,Evening,Backyard,Personal Habit
4/26/2023,Wednesday,Evening,Home,Daily Chores
4/26/2023,Wednesday,Evening,Home,Normal routine
4/26/2023,Wednesday,Evening,Paddy Fields,Walking
4/26/2023,Wednesday,Evening,Paddy Fields,Relaxation
4/26/2023,Wednesday,Night,Home,Normal routine
4/26/2023,Wednesday,Night,Garden,Daily Evening Visit
4/26/2023,Wednesday,Night,,
4/26/2023,Wednesday,Night,,
4/26/2023,Wednesday,Night,,
4/26/2023,Wednesday,Night,,
4/26/2023,Wednesday,Night,Home,Dinner
4/26/2023,Wednesday,Night,Home,Medicine
4/26/2023,Wednesday,Night,Home,Daily Chores
4/26/2023,Wednesday,Night,Home,Sleep
4/27/2023,Thursday,Morning,Home,Normal routine
